transaction_id,transaction_date,state,district,user_id,gender,age_group,bank_name,account_type,transaction_type,payment_method,upi_app,amount,merchant_category,is_government_payment,scheme_name,failure_status,device_type,internet_type
T0332,2025-02-24,Bihar,Jaipur,U1331,Male,25-34,SBI,Savings,P2P,UPI,PhonePe,7779,Food,Yes,NULL,Success,Mobile,Broadband
T0333,2025-03-24,Bihar,Bangalore,U1332,Male,25-34,Axis,Current,BillPay,UPI,GPay,3481,Electronics,No,PMJDY,Failed,Mobile,3G
T0334,2025-03-14,Delhi,Kolkata,U1333,Female,25-34,SBI,Current,P2M,UPI,Paytm,4645,Shopping,Yes,Subsidy,Success,Desktop,4G
T0335,2025-01-09,Maharashtra,Delhi,U1334,Male,35-44,Axis,Savings,P2M,UPI,PhonePe,1196,Shopping,No,NULL,Failed,Mobile,3G
T0336,2025-03-14,Rajasthan,Bangalore,U1335,Female,35-44,PNB,JanDhan,P2P,UPI,PhonePe,334,Food,No,Subsidy,Failed,Mobile,5G
T0337,2025-02-05,Tamil Nadu,Patna,U1336,Male,18-24,ICICI,Savings,P2M,UPI,BHIM,5199,Electronics,No,PMJDY,Success,Desktop,3G
T0338,2025-03-25,Karnataka,Chennai,U1337,Male,25-34,HDFC,JanDhan,BillPay,UPI,PhonePe,1647,Electronics,Yes,PMJDY,Success,Desktop,5G
T0339,2025-02-05,Delhi,Delhi,U1338,Female,18-24,Axis,Current,P2P,UPI,PhonePe,3222,Bills,Yes,Subsidy,Failed,Desktop,5G
T0340,2025-01-30,Karnataka,Mumbai,U1339,Female,35-44,HDFC,JanDhan,P2M,UPI,GPay,1396,Transfer,No,Subsidy,Success,Desktop,3G
T0341,2025-01-31,Gujarat,Jaipur,U1340,Male,45+,SBI,JanDhan,P2M,UPI,Paytm,2756,Bills,No,Subsidy,Failed,Mobile,Broadband
T0342,2025-01-04,Maharashtra,Patna,U1341,Male,35-44,HDFC,Savings,P2P,UPI,BHIM,6650,Transfer,No,Subsidy,Success,Desktop,5G
T0343,2025-02-08,Rajasthan,Chennai,U1342,Male,18-24,Axis,Current,BillPay,UPI,GPay,1870,Electronics,Yes,PMJDY,Success,Mobile,Broadband
T0344,2025-03-10,West Bengal,Ahmedabad,U1343,Male,45+,ICICI,Savings,BillPay,UPI,GPay,3002,Food,Yes,NULL,Success,Mobile,Broadband
T0345,2025-02-18,Gujarat,Patna,U1344,Male,18-24,SBI,Savings,P2P,UPI,GPay,7165,Food,No,PMJDY,Success,Mobile,4G
T0346,2025-02-26,West Bengal,Chennai,U1345,Female,18-24,ICICI,JanDhan,P2M,UPI,Paytm,3473,Food,No,NULL,Failed,Mobile,4G
T0347,2025-03-19,Bihar,Ahmedabad,U1346,Male,45+,ICICI,JanDhan,BillPay,UPI,PhonePe,209,Bills,Yes,NULL,Failed,Mobile,3G
T0348,2025-03-02,Bihar,Patna,U1347,Female,18-24,ICICI,Current,BillPay,UPI,BHIM,1531,Electronics,Yes,Subsidy,Success,Desktop,5G
T0349,2025-01-18,Karnataka,Bangalore,U1348,Female,25-34,HDFC,Savings,P2M,UPI,BHIM,8597,Electronics,Yes,Subsidy,Failed,Desktop,3G
T0350,2025-02-21,Rajasthan,Patna,U1349,Female,25-34,PNB,JanDhan,BillPay,UPI,GPay,1334,Electronics,Yes,NULL,Success,Mobile,Broadband
T0351,2025-01-13,Gujarat,Bangalore,U1350,Male,45+,PNB,Current,P2M,UPI,BHIM,9719,Bills,Yes,PMJDY,Success,Mobile,4G
T0352,2025-02-06,Bihar,Delhi,U1351,Male,25-34,Axis,Current,BillPay,UPI,GPay,8553,Bills,No,NULL,Success,Mobile,Broadband
T0353,2025-01-04,Bihar,Patna,U1352,Male,45+,HDFC,JanDhan,P2P,UPI,Paytm,108,Food,No,PMJDY,Failed,Mobile,3G
T0354,2025-03-28,Bihar,Mumbai,U1353,Female,45+,Axis,Current,BillPay,UPI,Paytm,7016,Bills,No,Subsidy,Success,Mobile,4G
T0355,2025-01-17,Karnataka,Patna,U1354,Female,18-24,SBI,Savings,BillPay,UPI,PhonePe,3471,Electronics,No,Subsidy,Success,Mobile,5G
T0356,2025-02-06,Maharashtra,Ahmedabad,U1355,Female,35-44,SBI,Current,BillPay,UPI,Paytm,8035,Food,Yes,NULL,Failed,Desktop,5G
T0357,2025-01-14,Maharashtra,Bangalore,U1356,Female,25-34,HDFC,Savings,BillPay,UPI,GPay,7044,Electronics,No,NULL,Failed,Mobile,Broadband
T0358,2025-03-22,Bihar,Delhi,U1357,Female,35-44,SBI,JanDhan,P2M,UPI,BHIM,6665,Electronics,Yes,NULL,Success,Desktop,5G
T0359,2025-01-04,Rajasthan,Ahmedabad,U1358,Male,25-34,ICICI,Savings,P2M,UPI,Paytm,8662,Food,No,NULL,Failed,Desktop,5G
T0360,2025-01-17,Bihar,Mumbai,U1359,Female,18-24,ICICI,Savings,P2M,UPI,BHIM,4689,Transfer,Yes,NULL,Failed,Desktop,3G
T0361,2025-02-16,Tamil Nadu,Delhi,U1360,Male,35-44,Axis,Current,P2M,UPI,Paytm,5058,Transfer,Yes,NULL,Failed,Mobile,3G
T0362,2025-03-21,West Bengal,Kolkata,U1361,Male,45+,SBI,JanDhan,P2P,UPI,PhonePe,9191,Shopping,No,NULL,Success,Mobile,4G
T0363,2025-02-02,West Bengal,Ahmedabad,U1362,Female,25-34,HDFC,Current,P2M,UPI,Paytm,2392,Transfer,Yes,NULL,Success,Mobile,5G
T0364,2025-03-12,Rajasthan,Chennai,U1363,Female,25-34,Axis,Current,P2M,UPI,BHIM,9729,Shopping,Yes,Subsidy,Failed,Mobile,5G
T0365,2025-02-28,Delhi,Ahmedabad,U1364,Female,25-34,PNB,JanDhan,P2M,UPI,PhonePe,5695,Food,Yes,PMJDY,Success,Mobile,4G
T0366,2025-01-23,Delhi,Patna,U1365,Female,18-24,SBI,Current,P2M,UPI,GPay,8725,Food,Yes,PMJDY,Failed,Mobile,3G
T0367,2025-03-13,Bihar,Jaipur,U1366,Male,45+,PNB,JanDhan,BillPay,UPI,BHIM,9235,Bills,Yes,NULL,Failed,Mobile,Broadband
T0368,2025-03-26,Gujarat,Ahmedabad,U1367,Male,45+,SBI,JanDhan,P2M,UPI,Paytm,9702,Shopping,No,Subsidy,Failed,Desktop,5G
T0369,2025-03-21,Karnataka,Bangalore,U1368,Female,18-24,HDFC,Current,P2P,UPI,GPay,230,Transfer,Yes,NULL,Failed,Desktop,Broadband
T0370,2025-02-20,Tamil Nadu,Ahmedabad,U1369,Female,45+,HDFC,JanDhan,P2M,UPI,BHIM,8482,Food,Yes,PMJDY,Success,Desktop,Broadband
T0371,2025-03-11,West Bengal,Chennai,U1370,Female,45+,SBI,JanDhan,P2P,UPI,Paytm,7104,Food,No,NULL,Success,Mobile,Broadband
T0372,2025-03-21,Delhi,Kolkata,U1371,Male,25-34,SBI,Current,P2P,UPI,Paytm,6167,Shopping,No,NULL,Success,Mobile,4G
T0373,2025-03-01,Tamil Nadu,Kolkata,U1372,Male,45+,ICICI,Savings,P2P,UPI,Paytm,7935,Food,No,NULL,Failed,Mobile,4G
T0374,2025-03-10,Karnataka,Kolkata,U1373,Male,35-44,HDFC,Savings,BillPay,UPI,PhonePe,6119,Transfer,Yes,PMJDY,Failed,Desktop,4G
T0375,2025-01-12,Gujarat,Chennai,U1374,Female,25-34,ICICI,Current,P2M,UPI,PhonePe,2689,Bills,No,PMJDY,Success,Desktop,3G
T0376,2025-03-08,Gujarat,Delhi,U1375,Female,18-24,PNB,Savings,P2P,UPI,Paytm,494,Food,Yes,NULL,Failed,Mobile,Broadband
T0377,2025-03-25,Karnataka,Mumbai,U1376,Male,25-34,ICICI,Current,P2P,UPI,PhonePe,7147,Shopping,No,Subsidy,Success,Mobile,Broadband
T0378,2025-02-09,Rajasthan,Delhi,U1377,Female,35-44,HDFC,Savings,P2M,UPI,Paytm,6725,Transfer,No,NULL,Success,Mobile,5G
T0379,2025-01-20,Maharashtra,Jaipur,U1378,Male,18-24,SBI,JanDhan,BillPay,UPI,GPay,1358,Electronics,Yes,PMJDY,Success,Mobile,Broadband
T0380,2025-03-17,Karnataka,Ahmedabad,U1379,Male,35-44,ICICI,Current,P2P,UPI,PhonePe,725,Food,Yes,Subsidy,Success,Desktop,3G
T0381,2025-02-26,Gujarat,Chennai,U1380,Female,35-44,PNB,JanDhan,BillPay,UPI,Paytm,7602,Transfer,No,PMJDY,Failed,Mobile,3G
T0382,2025-03-27,Delhi,Delhi,U1381,Male,18-24,Axis,Current,P2M,UPI,BHIM,3303,Electronics,No,Subsidy,Success,Mobile,4G
T0383,2025-02-21,Bihar,Kolkata,U1382,Male,35-44,SBI,Current,P2M,UPI,Paytm,1219,Food,Yes,NULL,Failed,Mobile,5G
T0384,2025-02-11,Maharashtra,Delhi,U1383,Female,18-24,HDFC,Savings,P2P,UPI,GPay,6255,Transfer,Yes,NULL,Success,Mobile,4G
T0385,2025-02-20,Maharashtra,Kolkata,U1384,Male,45+,ICICI,JanDhan,P2M,UPI,BHIM,9734,Bills,No,NULL,Failed,Mobile,5G
T0386,2025-01-12,Bihar,Chennai,U1385,Female,18-24,ICICI,JanDhan,P2P,UPI,Paytm,6282,Food,Yes,Subsidy,Success,Desktop,4G
T0387,2025-02-07,Karnataka,Delhi,U1386,Male,25-34,Axis,Current,P2P,UPI,GPay,2990,Bills,Yes,Subsidy,Success,Mobile,Broadband
T0388,2025-01-12,Bihar,Chennai,U1387,Male,45+,Axis,Current,P2P,UPI,BHIM,1650,Electronics,No,Subsidy,Success,Desktop,4G
T0389,2025-01-01,West Bengal,Mumbai,U1388,Male,45+,Axis,Current,P2P,UPI,GPay,3587,Food,No,Subsidy,Success,Desktop,5G
T0390,2025-02-02,Maharashtra,Chennai,U1389,Female,18-24,PNB,Savings,BillPay,UPI,PhonePe,5975,Shopping,No,PMJDY,Failed,Mobile,3G
T0391,2025-02-10,Bihar,Ahmedabad,U1390,Male,18-24,ICICI,JanDhan,P2P,UPI,BHIM,3451,Bills,No,NULL,Failed,Desktop,Broadband
T0392,2025-01-22,Gujarat,Patna,U1391,Female,35-44,HDFC,Savings,P2M,UPI,BHIM,6753,Shopping,No,PMJDY,Failed,Mobile,3G
T0393,2025-03-04,Bihar,Bangalore,U1392,Male,45+,PNB,Savings,BillPay,UPI,BHIM,7787,Electronics,No,Subsidy,Success,Desktop,3G
T0394,2025-01-11,Maharashtra,Bangalore,U1393,Female,35-44,Axis,Savings,BillPay,UPI,Paytm,7442,Shopping,Yes,NULL,Success,Desktop,3G
T0395,2025-03-11,Maharashtra,Chennai,U1394,Male,18-24,HDFC,Savings,P2P,UPI,PhonePe,7815,Electronics,Yes,NULL,Success,Desktop,3G
T0396,2025-01-08,Tamil Nadu,Mumbai,U1395,Male,25-34,ICICI,Savings,BillPay,UPI,PhonePe,278,Electronics,Yes,NULL,Failed,Mobile,3G
T0397,2025-02-23,West Bengal,Delhi,U1396,Male,25-34,HDFC,Savings,P2M,UPI,GPay,4311,Bills,No,PMJDY,Success,Mobile,Broadband
T0398,2025-03-08,Karnataka,Kolkata,U1397,Female,18-24,Axis,Savings,P2P,UPI,Paytm,4682,Transfer,No,NULL,Failed,Desktop,Broadband
T0399,2025-03-31,Delhi,Chennai,U1398,Male,35-44,Axis,JanDhan,P2P,UPI,PhonePe,2252,Bills,Yes,PMJDY,Success,Desktop,3G
T0400,2025-03-22,Karnataka,Mumbai,U1399,Male,25-34,PNB,Savings,P2M,UPI,PhonePe,5585,Transfer,Yes,NULL,Success,Mobile,5G
T0401,2025-01-09,Karnataka,Chennai,U1400,Male,35-44,SBI,Current,BillPay,UPI,BHIM,7768,Food,Yes,PMJDY,Failed,Mobile,3G
T0402,2025-03-08,Gujarat,Ahmedabad,U1401,Female,18-24,HDFC,JanDhan,P2M,UPI,GPay,7679,Transfer,No,NULL,Failed,Desktop,5G
T0403,2025-03-28,Rajasthan,Jaipur,U1402,Male,35-44,HDFC,Savings,P2M,UPI,PhonePe,3765,Shopping,Yes,Subsidy,Success,Desktop,3G
T0404,2025-01-28,Maharashtra,Bangalore,U1403,Male,35-44,SBI,Current,BillPay,UPI,Paytm,1265,Food,No,PMJDY,Failed,Desktop,4G
T0405,2025-03-07,Bihar,Chennai,U1404,Female,45+,HDFC,Current,P2M,UPI,Paytm,9155,Food,Yes,PMJDY,Failed,Desktop,Broadband
T0406,2025-02-15,Delhi,Kolkata,U1405,Female,18-24,SBI,JanDhan,P2M,UPI,Paytm,8231,Shopping,Yes,PMJDY,Success,Desktop,5G
T0407,2025-02-05,Maharashtra,Mumbai,U1406,Female,18-24,ICICI,Savings,P2P,UPI,BHIM,2620,Bills,Yes,PMJDY,Failed,Desktop,Broadband
T0408,2025-02-16,Delhi,Chennai,U1407,Female,18-24,PNB,Current,BillPay,UPI,BHIM,6515,Food,Yes,NULL,Failed,Mobile,5G
T0409,2025-03-25,Bihar,Bangalore,U1408,Male,45+,SBI,JanDhan,P2M,UPI,Paytm,3460,Food,Yes,Subsidy,Failed,Desktop,Broadband
T0410,2025-02-25,Delhi,Jaipur,U1409,Female,45+,ICICI,Current,P2P,UPI,GPay,9911,Electronics,No,Subsidy,Failed,Desktop,3G
T0411,2025-02-08,West Bengal,Chennai,U1410,Female,18-24,Axis,Savings,BillPay,UPI,Paytm,7226,Electronics,No,PMJDY,Failed,Desktop,5G
T0412,2025-02-08,Rajasthan,Chennai,U1411,Female,45+,ICICI,JanDhan,P2P,UPI,PhonePe,9020,Bills,No,NULL,Failed,Mobile,3G
T0413,2025-01-04,Bihar,Kolkata,U1412,Male,25-34,Axis,Current,P2M,UPI,GPay,7365,Electronics,No,Subsidy,Success,Mobile,3G
T0414,2025-01-12,Gujarat,Patna,U1413,Female,35-44,HDFC,Current,P2M,UPI,Paytm,1116,Shopping,Yes,Subsidy,Success,Mobile,4G
T0415,2025-01-16,Tamil Nadu,Jaipur,U1414,Male,35-44,HDFC,Savings,P2P,UPI,GPay,7017,Electronics,No,Subsidy,Success,Mobile,Broadband
T0416,2025-03-25,Delhi,Kolkata,U1415,Male,35-44,Axis,JanDhan,P2M,UPI,PhonePe,4160,Transfer,Yes,PMJDY,Failed,Desktop,5G
T0417,2025-03-12,Delhi,Bangalore,U1416,Male,35-44,ICICI,Savings,P2P,UPI,BHIM,1106,Food,No,PMJDY,Success,Desktop,Broadband
T0418,2025-02-03,Karnataka,Ahmedabad,U1417,Female,45+,Axis,Savings,P2M,UPI,GPay,1467,Food,No,PMJDY,Success,Mobile,Broadband
T0419,2025-03-19,Rajasthan,Chennai,U1418,Male,25-34,SBI,JanDhan,P2M,UPI,Paytm,5261,Bills,No,Subsidy,Success,Desktop,4G
T0420,2025-03-19,Tamil Nadu,Bangalore,U1419,Male,45+,Axis,Savings,BillPay,UPI,BHIM,5459,Transfer,Yes,NULL,Success,Desktop,4G
T0421,2025-01-08,Karnataka,Chennai,U1420,Male,35-44,PNB,JanDhan,BillPay,UPI,BHIM,2429,Bills,Yes,NULL,Failed,Desktop,Broadband
T0422,2025-01-24,Rajasthan,Patna,U1421,Male,35-44,ICICI,Current,P2M,UPI,PhonePe,3966,Transfer,No,NULL,Failed,Desktop,3G
T0423,2025-02-01,West Bengal,Jaipur,U1422,Female,25-34,PNB,JanDhan,P2P,UPI,GPay,9768,Food,No,PMJDY,Failed,Desktop,4G
T0424,2025-03-16,Karnataka,Bangalore,U1423,Male,45+,ICICI,Savings,P2P,UPI,GPay,1304,Transfer,Yes,Subsidy,Failed,Mobile,5G
T0425,2025-02-13,Tamil Nadu,Jaipur,U1424,Male,25-34,ICICI,Current,BillPay,UPI,BHIM,5362,Bills,No,Subsidy,Success,Mobile,3G
T0426,2025-01-03,West Bengal,Patna,U1425,Female,25-34,SBI,Savings,P2M,UPI,PhonePe,7819,Food,Yes,NULL,Failed,Mobile,3G
T0427,2025-03-28,Gujarat,Jaipur,U1426,Male,18-24,HDFC,Current,P2M,UPI,Paytm,2559,Transfer,No,Subsidy,Failed,Mobile,Broadband
T0428,2025-01-22,West Bengal,Chennai,U1427,Female,25-34,ICICI,Savings,P2P,UPI,BHIM,1785,Shopping,No,NULL,Success,Mobile,5G
T0429,2025-03-28,Bihar,Bangalore,U1428,Male,18-24,PNB,JanDhan,P2P,UPI,PhonePe,1747,Bills,Yes,Subsidy,Success,Mobile,Broadband
T0430,2025-02-17,Tamil Nadu,Patna,U1429,Male,45+,HDFC,JanDhan,P2P,UPI,PhonePe,105,Bills,No,Subsidy,Success,Mobile,Broadband
T0431,2025-03-09,Bihar,Bangalore,U1430,Male,18-24,HDFC,Current,P2M,UPI,Paytm,299,Transfer,No,Subsidy,Failed,Desktop,3G
T0432,2025-02-10,Tamil Nadu,Chennai,U1431,Male,45+,HDFC,JanDhan,BillPay,UPI,PhonePe,604,Bills,No,NULL,Success,Desktop,3G
T0433,2025-01-30,Gujarat,Patna,U1432,Female,25-34,ICICI,Savings,BillPay,UPI,Paytm,7128,Shopping,Yes,PMJDY,Success,Desktop,Broadband
T0434,2025-03-07,Delhi,Ahmedabad,U1433,Male,18-24,Axis,JanDhan,BillPay,UPI,Paytm,2725,Food,No,PMJDY,Failed,Mobile,Broadband
T0435,2025-03-31,Tamil Nadu,Patna,U1434,Male,35-44,PNB,Savings,BillPay,UPI,PhonePe,8032,Shopping,Yes,PMJDY,Success,Desktop,3G
T0436,2025-01-01,Karnataka,Mumbai,U1435,Female,35-44,HDFC,JanDhan,BillPay,UPI,PhonePe,3506,Food,Yes,NULL,Failed,Desktop,5G
T0437,2025-01-25,Rajasthan,Kolkata,U1436,Male,25-34,Axis,Savings,P2P,UPI,PhonePe,9937,Food,No,PMJDY,Failed,Desktop,Broadband
T0438,2025-02-17,Delhi,Delhi,U1437,Male,18-24,PNB,JanDhan,P2P,UPI,Paytm,7810,Shopping,No,Subsidy,Success,Mobile,5G
T0439,2025-01-09,Maharashtra,Jaipur,U1438,Male,45+,HDFC,JanDhan,BillPay,UPI,BHIM,7816,Food,No,Subsidy,Success,Mobile,4G
T0440,2025-03-30,Delhi,Ahmedabad,U1439,Female,18-24,ICICI,Savings,BillPay,UPI,Paytm,7603,Bills,Yes,NULL,Success,Mobile,Broadband
T0441,2025-03-14,Delhi,Delhi,U1440,Female,25-34,HDFC,JanDhan,BillPay,UPI,GPay,112,Transfer,No,Subsidy,Failed,Mobile,4G
T0442,2025-02-17,Gujarat,Chennai,U1441,Male,35-44,ICICI,Current,BillPay,UPI,BHIM,5436,Food,No,NULL,Failed,Mobile,3G
T0443,2025-02-28,Maharashtra,Delhi,U1442,Male,18-24,Axis,Current,P2M,UPI,PhonePe,8415,Transfer,No,Subsidy,Failed,Mobile,4G
T0444,2025-01-12,Delhi,Jaipur,U1443,Female,25-34,ICICI,Current,P2M,UPI,PhonePe,4803,Food,Yes,PMJDY,Failed,Desktop,3G
T0445,2025-01-21,Delhi,Delhi,U1444,Male,18-24,SBI,Savings,P2M,UPI,BHIM,1969,Transfer,No,Subsidy,Success,Mobile,5G
T0446,2025-02-09,Tamil Nadu,Ahmedabad,U1445,Male,25-34,HDFC,Current,P2M,UPI,PhonePe,9136,Food,Yes,Subsidy,Success,Desktop,3G
T0447,2025-02-24,Bihar,Mumbai,U1446,Male,45+,Axis,Savings,P2P,UPI,GPay,4940,Bills,Yes,PMJDY,Failed,Mobile,4G
T0448,2025-02-20,Tamil Nadu,Chennai,U1447,Female,18-24,PNB,Current,P2M,UPI,PhonePe,5445,Transfer,Yes,NULL,Failed,Desktop,3G
T0449,2025-02-27,Maharashtra,Delhi,U1448,Female,45+,PNB,JanDhan,P2M,UPI,PhonePe,7064,Transfer,Yes,PMJDY,Failed,Mobile,5G
T0450,2025-03-25,Tamil Nadu,Ahmedabad,U1449,Female,35-44,ICICI,Current,P2M,UPI,BHIM,3839,Transfer,No,Subsidy,Failed,Desktop,5G
T0451,2025-01-31,West Bengal,Chennai,U1450,Female,25-34,SBI,Savings,P2M,UPI,GPay,4060,Transfer,Yes,PMJDY,Success,Desktop,3G
T0452,2025-03-17,Rajasthan,Kolkata,U1451,Female,25-34,Axis,Savings,BillPay,UPI,GPay,1833,Food,Yes,Subsidy,Success,Mobile,3G
T0453,2025-03-13,Bihar,Kolkata,U1452,Male,35-44,SBI,Current,P2P,UPI,Paytm,1395,Bills,No,NULL,Failed,Desktop,5G
T0454,2025-01-27,Rajasthan,Bangalore,U1453,Female,35-44,SBI,JanDhan,P2M,UPI,Paytm,4454,Food,Yes,Subsidy,Success,Mobile,3G
T0455,2025-01-25,West Bengal,Bangalore,U1454,Male,18-24,SBI,JanDhan,P2M,UPI,BHIM,9808,Shopping,Yes,NULL,Success,Desktop,4G
T0456,2025-02-19,Karnataka,Kolkata,U1455,Female,18-24,ICICI,Savings,BillPay,UPI,PhonePe,9129,Food,No,Subsidy,Failed,Mobile,5G
T0457,2025-03-03,Bihar,Patna,U1456,Female,25-34,PNB,Savings,P2M,UPI,BHIM,9635,Transfer,Yes,PMJDY,Failed,Mobile,Broadband
T0458,2025-02-25,Delhi,Bangalore,U1457,Female,45+,Axis,Current,BillPay,UPI,BHIM,2145,Food,No,NULL,Success,Desktop,3G
T0459,2025-02-24,Tamil Nadu,Chennai,U1458,Female,18-24,ICICI,Current,BillPay,UPI,GPay,9087,Electronics,Yes,PMJDY,Failed,Desktop,3G
T0460,2025-03-20,Maharashtra,Patna,U1459,Female,35-44,ICICI,Savings,P2M,UPI,PhonePe,4102,Transfer,No,NULL,Failed,Mobile,5G
T0461,2025-01-28,Delhi,Patna,U1460,Female,35-44,PNB,Savings,P2P,UPI,BHIM,7437,Bills,Yes,PMJDY,Failed,Desktop,5G
T0462,2025-02-06,Delhi,Bangalore,U1461,Female,35-44,SBI,JanDhan,BillPay,UPI,PhonePe,4709,Electronics,Yes,NULL,Success,Mobile,Broadband
T0463,2025-02-12,Maharashtra,Patna,U1462,Male,18-24,HDFC,JanDhan,BillPay,UPI,BHIM,8099,Electronics,Yes,PMJDY,Success,Desktop,5G
T0464,2025-03-01,Gujarat,Bangalore,U1463,Male,25-34,ICICI,Savings,P2P,UPI,GPay,1099,Bills,Yes,PMJDY,Failed,Mobile,5G
T0465,2025-01-20,Tamil Nadu,Kolkata,U1464,Male,35-44,ICICI,Current,P2M,UPI,PhonePe,4258,Electronics,No,NULL,Success,Desktop,5G
T0466,2025-03-31,Maharashtra,Mumbai,U1465,Female,35-44,SBI,Current,P2M,UPI,BHIM,3664,Shopping,Yes,PMJDY,Success,Mobile,Broadband
T0467,2025-03-03,West Bengal,Kolkata,U1466,Male,18-24,ICICI,Savings,BillPay,UPI,GPay,1529,Shopping,Yes,PMJDY,Success,Mobile,3G
T0468,2025-01-23,Maharashtra,Bangalore,U1467,Male,18-24,HDFC,Current,P2M,UPI,BHIM,3922,Food,Yes,Subsidy,Failed,Desktop,4G
T0469,2025-01-22,Rajasthan,Bangalore,U1468,Male,18-24,PNB,JanDhan,P2P,UPI,BHIM,6431,Shopping,No,NULL,Failed,Mobile,3G
T0470,2025-03-09,Tamil Nadu,Patna,U1469,Male,35-44,HDFC,Current,P2P,UPI,BHIM,5119,Electronics,No,NULL,Failed,Desktop,3G
T0471,2025-03-31,Rajasthan,Patna,U1470,Female,25-34,PNB,JanDhan,P2M,UPI,PhonePe,939,Food,Yes,Subsidy,Failed,Mobile,4G
T0472,2025-01-01,Gujarat,Mumbai,U1471,Male,25-34,HDFC,Savings,BillPay,UPI,BHIM,9654,Transfer,Yes,Subsidy,Failed,Desktop,Broadband
T0473,2025-01-19,Karnataka,Bangalore,U1472,Female,35-44,SBI,JanDhan,P2P,UPI,PhonePe,5300,Transfer,No,NULL,Success,Desktop,3G
T0474,2025-02-23,West Bengal,Delhi,U1473,Female,18-24,ICICI,Savings,P2P,UPI,PhonePe,4433,Electronics,No,PMJDY,Failed,Mobile,3G
T0475,2025-01-06,Rajasthan,Patna,U1474,Male,18-24,ICICI,JanDhan,BillPay,UPI,PhonePe,7298,Food,Yes,Subsidy,Success,Mobile,4G
T0476,2025-01-30,Karnataka,Patna,U1475,Female,35-44,Axis,JanDhan,BillPay,UPI,Paytm,804,Food,Yes,PMJDY,Success,Mobile,4G
T0477,2025-03-06,Bihar,Delhi,U1476,Male,25-34,Axis,JanDhan,P2P,UPI,BHIM,8204,Food,No,PMJDY,Success,Desktop,5G
T0478,2025-01-16,Gujarat,Mumbai,U1477,Male,25-34,Axis,Savings,P2M,UPI,BHIM,309,Food,Yes,NULL,Failed,Desktop,3G
T0479,2025-03-02,Tamil Nadu,Patna,U1478,Female,25-34,Axis,JanDhan,P2P,UPI,PhonePe,8581,Shopping,Yes,Subsidy,Success,Desktop,3G
T0480,2025-02-16,Bihar,Kolkata,U1479,Female,25-34,HDFC,JanDhan,P2P,UPI,BHIM,1540,Food,No,NULL,Success,Mobile,4G
T0481,2025-01-09,Karnataka,Chennai,U1480,Male,25-34,PNB,JanDhan,BillPay,UPI,Paytm,482,Food,Yes,Subsidy,Failed,Desktop,Broadband
T0482,2025-03-10,Delhi,Mumbai,U1481,Male,45+,Axis,Current,BillPay,UPI,GPay,8650,Transfer,No,Subsidy,Success,Desktop,4G
T0483,2025-02-16,Bihar,Delhi,U1482,Male,45+,SBI,Current,P2P,UPI,GPay,769,Shopping,Yes,Subsidy,Failed,Desktop,Broadband
T0484,2025-01-14,Rajasthan,Jaipur,U1483,Female,35-44,SBI,JanDhan,P2P,UPI,GPay,9311,Food,No,Subsidy,Success,Mobile,4G
T0485,2025-03-15,Maharashtra,Kolkata,U1484,Female,25-34,HDFC,JanDhan,P2M,UPI,GPay,9880,Bills,Yes,PMJDY,Success,Mobile,Broadband
T0486,2025-01-29,Maharashtra,Delhi,U1485,Male,45+,Axis,Savings,BillPay,UPI,PhonePe,6885,Electronics,No,Subsidy,Success,Mobile,Broadband
T0487,2025-02-20,Karnataka,Ahmedabad,U1486,Female,25-34,HDFC,JanDhan,P2P,UPI,GPay,7502,Shopping,No,PMJDY,Failed,Mobile,4G
T0488,2025-03-11,Karnataka,Chennai,U1487,Male,45+,HDFC,Savings,BillPay,UPI,PhonePe,2089,Electronics,No,PMJDY,Failed,Mobile,4G
T0489,2025-03-03,Rajasthan,Ahmedabad,U1488,Male,45+,SBI,Savings,P2M,UPI,PhonePe,7200,Bills,Yes,PMJDY,Failed,Desktop,4G
T0490,2025-02-03,Karnataka,Delhi,U1489,Male,35-44,SBI,Current,P2M,UPI,PhonePe,611,Transfer,No,Subsidy,Success,Mobile,3G
T0491,2025-02-02,Bihar,Chennai,U1490,Male,25-34,SBI,Current,BillPay,UPI,GPay,1101,Electronics,Yes,Subsidy,Success,Mobile,4G
T0492,2025-04-01,Maharashtra,Delhi,U1491,Male,25-34,HDFC,Savings,P2P,UPI,BHIM,6542,Shopping,Yes,Subsidy,Failed,Mobile,3G
T0493,2025-03-27,Maharashtra,Mumbai,U1492,Female,25-34,PNB,Current,P2P,UPI,PhonePe,3395,Electronics,Yes,PMJDY,Failed,Mobile,4G
T0494,2025-03-10,Delhi,Bangalore,U1493,Male,18-24,Axis,Savings,P2P,UPI,GPay,9115,Electronics,No,NULL,Failed,Desktop,4G
T0495,2025-02-28,Bihar,Ahmedabad,U1494,Female,35-44,PNB,Current,BillPay,UPI,Paytm,6514,Food,Yes,PMJDY,Success,Desktop,3G
T0496,2025-03-13,Karnataka,Delhi,U1495,Male,25-34,SBI,Current,P2M,UPI,BHIM,8113,Shopping,Yes,PMJDY,Success,Mobile,4G
T0497,2025-02-20,Bihar,Delhi,U1496,Male,25-34,PNB,Savings,P2M,UPI,BHIM,7162,Transfer,Yes,Subsidy,Success,Desktop,3G
